dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
24.0,0.013300001,0.2043,24.0,2024-05-31,MUTHOOTFIN
24.0,0.012999999,0.2043,24.0,2024-05-31,MUTHOOTFIN
24.0,0.0134000005,0.2043,24.0,2024-05-31,MUTHOOTFIN
24.0,0.0128,0.2043,24.0,2024-05-31,MUTHOOTFIN
24.0,0.013200001,0.2157,24.0,2024-05-31,MUTHOOTFIN
24.0,0.0126,0.2157,24.0,2024-05-31,MUTHOOTFIN
24.0,0.012200001,0.2157,24.0,2024-05-31,MUTHOOTFIN
24.0,0.0121,0.2157,24.0,2024-05-31,MUTHOOTFIN
24.0,0.0119,0.2157,24.0,2024-05-31,MUTHOOTFIN
24.0,0.0117999995,0.2157,24.0,2024-05-31,MUTHOOTFIN
24.0,0.0117,0.2157,24.0,2024-05-31,MUTHOOTFIN
24.0,0.0124,0.2157,24.0,2024-05-31,MUTHOOTFIN
24.0,0.0123000005,0.2157,24.0,2024-05-31,MUTHOOTFIN
24.0,0.012200001,0.2157,24.0,2024-05-31,MUTHOOTFIN
