Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
5308634.0,5308634.0,,1192160000.0,1196891000.0,939800000.0,1192160000.0,1196891000.0,1196891000.0,1196891000.0,1196891000.0,1143805000.0,,,53086000.0,53086000.0,69838000.0,108000.0,108000.0,,,69730000.0,2830000.0,,,,21592000.0,37015000.0,,,1802000.0,35213000.0,1266729000.0,257199000.0,15264000.0,,7701000.0,68330000.0,68330000.0,4731000.0,4731000.0,149231000.0,,149231000.0,19502000.0,129729000.0,,,,,1009530000.0,8590000.0,,,275625000.0,,,,323000.0,102202000.0,,,622790000.0,570399000.0,52391000.0,,,2024-03-31
5308634.0,5308634.0,,1074309000.0,1075276000.0,912603000.0,1074309000.0,1075276000.0,1075276000.0,1075276000.0,1075276000.0,1022190000.0,,,53086000.0,53086000.0,141206000.0,3475000.0,2968000.0,,507000.0,137731000.0,49749000.0,,,,16368000.0,66086000.0,,,4226000.0,61860000.0,1216482000.0,166148000.0,7088000.0,,11253000.0,2140000.0,,967000.0,967000.0,119873000.0,,119873000.0,38787000.0,81086000.0,,,,,1050334000.0,24999000.0,,,419449000.0,,,,94000.0,90797000.0,,,514995000.0,471972000.0,43023000.0,,,2023-09-30
5308634.0,5308634.0,0.0,1015546000.0,1016761000.0,897732000.0,1015546000.0,1016761000.0,1016761000.0,1016761000.0,1016761000.0,963675000.0,816493000.0,76073000.0,53086000.0,53086000.0,139839000.0,4044000.0,2968000.0,4044000.0,1076000.0,135795000.0,50084000.0,3327000.0,0.0,0.0,7825000.0,80547000.0,14494000.0,622000.0,3327000.0,65431000.0,1156600000.0,123073000.0,2344000.0,0.0,12826000.0,1689000.0,1689000.0,1215000.0,1215000.0,102033000.0,-37503000.0,139536000.0,24314000.0,77719000.0,85869000.0,28269000.0,1084000.0,0.0,1033527000.0,8943000.0,741000.0,6546000.0,286285000.0,8712000.0,69454000.0,208119000.0,2987000.0,170311000.0,-16157000.0,186468000.0,566657000.0,528187000.0,38470000.0,0.0,38470000.0,2023-03-31
